stride,portion,array_size,throughput
2,26,23529376,3666957138.311574
2,27,23529366,3663588951.180601
2,28,23529408,3685719712.287234
2,29,23529382,3674716866.629161
2,30,23529360,3688454540.925787
2,31,23529372,3672679770.602004
2,32,23529408,3706675443.233472
3,1,23529411,3228138207.043941
3,2,23529408,3625127259.942962
3,3,23529411,3580963267.074292
3,4,23529408,3690489475.202363
3,5,23529405,3654292838.148805
3,6,23529402,3651137286.607381
3,7,23529408,3629327662.732497
3,8,23529408,3641168731.116061
3,9,23529393,3637929334.42998
3,10,23529390,3674346198.408252
3,11,23529396,3666102197.243745
3,12,23529384,3641087811.075858
3,13,23529402,3655225673.236964
3,14,23529408,3641314788.314274
3,15,23529375,3689528169.408349
3,16,23529408,3660942484.768771
3,17,23529411,3651711541.007688
3,18,23529366,3682707395.620115
3,19,23529372,3660339052.306209
3,20,23529360,3665218295.682865
3,21,23529366,3674285637.499827
3,22,23529396,3650431870.160346
3,23,23529345,3666324721.356402
3,24,23529384,3684903115.531848
3,25,23529375,3666472227.056871
3,26,23529402,3662999343.366163
3,27,23529366,3677129713.662653
3,28,23529408,3668737389.475002
3,29,23529411,3655290835.569594
3,30,23529330,3656438054.684433
3,31,23529372,3651422288.746847
3,32,23529408,3675942316.181316
4,1,23529408,3073131251.212876
4,2,23529408,3313840907.563118
4,3,23529408,3382711788.051961
4,4,23529408,3433297120.998478
4,5,23529400,3442417414.985989
4,6,23529408,3427270703.535905
4,7,23529408,3437335391.868608
4,8,23529408,3456826860.102484
4,9,23529384,3492484502.37382
4,10,23529400,3466864129.957015
4,11,23529396,3477107039.979714
4,12,23529408,3480555373.333528
4,13,23529376,3525053759.561661
4,14,23529408,3472003628.887697
4,15,23529360,3511734018.820611
4,16,23529408,3512097586.535441
4,17,23529360,3501986025.842302
4,18,23529384,3518262076.573737
4,19,23529372,3520442016.782719
4,20,23529360,3543020934.236228
4,21,23529408,3521292629.880544
4,22,23529352,3552626490.856583
4,23,23529368,3520445148.508809
4,24,23529408,3520579897.625867
4,25,23529400,3504975944.16375
4,26,23529376,3531034318.960674
4,27,23529312,3558879496.91698
4,28,23529408,3519258253.617055
4,29,23529324,3548119971.324513
4,30,23529360,3515950449.918202
4,31,23529372,3532228049.174413
4,32,23529344,3577439882.470097
5,1,23529410,3129662110.992858
5,2,23529410,3339095490.87308
5,3,23529405,3459293700.264206
5,4,23529400,3474951588.03626
5,5,23529400,3506803840.281261
5,6,23529390,3517498257.691817
5,7,23529380,3536369742.681287
5,8,23529400,3528010893.473063
5,9,23529375,3538631860.485422
5,10,23529400,3547488147.995297
5,11,23529385,3572699542.382814
5,12,23529360,3540434101.705939
5,13,23529350,3542484572.586012
5,14,23529380,3543879891.519607
5,15,23529375,3531087754.271111
5,16,23529360,3557498528.299393
5,17,23529360,3541659125.160789
5,18,23529330,3584178584.700611
5,19,23529410,3566288552.892684
5,20,23529400,3550924158.929851
5,21,23529345,3566755619.650155
5,22,23529330,3534296792.592731
5,23,23529345,3538443058.878028
5,24,23529360,3562520407.973608
5,25,23529375,3568497734.617776
5,26,23529350,3553455937.814599
5,27,23529285,3528558531.85936
5,28,23529380,3571256218.594862
5,29,23529295,3529806664.641608
5,30,23529300,3531763321.128172
5,31,23529310,3566832375.428308
5,32,23529280,3597944516.141856
6,1,23529408,3002754995.64819
6,2,23529408,3358922267.017443
6,3,23529402,3452723259.612471
6,4,23529408,3477521501.372712
6,5,23529390,3513320245.741992
6,6,23529384,3530642734.241698
6,7,23529408,3537752658.72199
6,8,23529408,3556768303.455955
6,9,23529366,3572526689.316582
6,10,23529360,3573721419.725532
6,11,23529396,3569557617.717371
6,12,23529384,3592520071.367331
6,13,23529402,3570997118.886116
6,14,23529408,3567928288.013931
6,15,23529330,3559308905.39083
6,16,23529408,3602424804.582178
6,17,23529360,3602694534.796735
6,18,23529312,3566047269.670104
6,19,23529372,3611073032.425003
6,20,23529360,3588894756.529257
6,21,23529366,3592655706.882686
6,22,23529396,3618349224.360588
6,23,23529276,3552452919.897088
6,24,23529312,3583863941.917576
6,25,23529300,3567760933.900407
6,26,23529324,3583732121.587977
6,27,23529366,3597710852.578171
6,28,23529408,3614490192.178674
6,29,23529324,3577575414.111494
6,30,23529240,3464924317.028099
6,31,23529372,3613485442.480632
6,32,23529408,3635945079.357826
7,1,23529408,3068041556.501806
7,2,23529408,3278631211.36408
7,3,23529408,3369673117.950621
7,4,23529408,3445973861.867029
7,5,23529380,3508632041.383648
7,6,23529408,3494668169.835407
7,7,23529408,3502266075.633187
7,8,23529408,3531410054.736556
7,9,23529366,3530399770.16873
7,10,23529380,3534831957.229355
7,11,23529352,3552489451.85642
7,12,23529408,3557032274.741271
7,13,23529324,3556377029.858111
7,14,23529408,3548938874.174417
7,15,23529345,3575020805.005582
7,16,23529408,3601383219.350688
7,17,23529394,3583169078.213953
7,18,23529366,3577390528.198566
7,19,23529296,3563647890.422736
7,20,23529380,3606980430.778442
7,21,23529408,3603670904.422479
7,22,23529352,3572526848.559783
7,23,23529345,3586902518.921386
7,24,23529408,3606912956.836187
7,25,23529275,3550844473.897691
7,26,23529324,3589982544.321908
7,27,23529366,3581989132.955183
7,28,23529408,3595880383.891819
7,29,23529324,3578209663.968622
7,30,23529240,3565092103.750218
7,31,23529310,3570219729.685208
7,32,23529408,3635602829.847859
8,1,23529408,2947163086.109597
8,2,23529408,3248061194.701949
8,3,23529408,3322340134.874697
8,4,23529408,3367432501.232161
8,5,23529400,3403501577.794153
8,6,23529408,3413145428.377959
8,7,23529408,3413352227.712838
8,8,23529408,3455456583.672835
8,9,23529384,3475412842.488071
8,10,23529360,3495412299.411954
8,11,23529352,3497021663.375654
8,12,23529408,3469188356.684667
