stride,portion,array_size,throughput
11,18,23529330,845295014.031029
11,19,23529220,720465835.925102
11,20,23529220,1392851087.320818
11,21,23529198,713758019.389816
11,22,23529176,867000743.645632
11,23,23529253,773044607.990439
11,24,23529264,2047180515.430222
11,25,23529275,828026066.91066
11,26,23529220,1231757893.263014
11,27,23529231,1012541547.001182
11,28,23529352,1693715969.725326
11,29,23529121,1043924667.607165
11,30,23529330,1218640872.067029
11,31,23529341,1029185906.773038
11,32,23529088,4163482861.692214
12,1,23529408,1395775255.743258
12,2,23529408,1561793732.212128
12,3,23529384,1392236268.280154
12,4,23529408,1653800056.602101
12,5,23529360,1523958685.911003
12,6,23529384,1564177041.603375
12,7,23529408,1548200049.30333
12,8,23529408,1749431940.005712
12,9,23529312,1617370062.01389
12,10,23529360,1665517139.731812
12,11,23529396,1587409712.060771
12,12,23529312,1830649421.995834
12,13,23529324,1615948058.043266
12,14,23529408,1643895328.659666
12,15,23529240,1591961276.257202
12,16,23529408,4089727150.947846
12,17,23529360,1003020584.670324
12,18,23529312,799862928.467394
12,19,23529372,662640683.373411
12,20,23529360,1392121659.716035
12,21,23529240,685355288.739216
12,22,23529264,845364066.497009
12,23,23529276,799437849.9996
12,24,23529312,1940426686.290021
12,25,23529300,957429214.369316
12,26,23529168,1084656004.549763
12,27,23529204,764867564.891425
12,28,23529408,1661106796.869517
12,29,23529324,1111451874.671497
12,30,23529240,1137332448.632858
12,31,23529372,1150887518.500963
12,32,23529216,4163578869.962788
13,1,23529402,1055403536.15081
13,2,23529402,1369402144.61972
13,3,23529402,1422299465.556138
13,4,23529376,1669599255.744396
13,5,23529350,1539903479.87474
13,6,23529402,1594967374.078646
13,7,23529324,1545708182.17661
13,8,23529376,1741028792.363497
13,9,23529402,1616080871.252621
13,10,23529350,1666402993.261812
13,11,23529363,1610558392.409023
13,12,23529324,1855469978.068135
13,13,23529363,1605061261.338227
13,14,23529324,1682734456.982793
13,15,23529285,1602660478.605961
13,16,23529376,4099194761.048631
13,17,23529207,853033608.65649
13,18,23529402,798322865.040407
13,19,23529220,702900922.620375
13,20,23529220,1315720179.958201
13,21,23529324,751715525.718707
13,22,23529220,846643821.124856
13,23,23529207,929298292.027583
13,24,23529168,2185325451.184525
13,25,23529350,876499945.659115
13,26,23529194,1181439687.669669
13,27,23529285,991721472.128569
13,28,23529324,1498087004.332196
13,29,23529324,1004117210.422184
13,30,23529090,1071547937.339723
13,31,23529155,1015569246.324949
13,32,23529376,4163202094.308887
14,1,23529408,1332504572.492546
14,2,23529408,1508976288.042345
14,3,23529408,1511127946.119167
14,4,23529408,1689618315.654779
14,5,23529380,1525901678.782927
14,6,23529408,1630703446.455145
14,7,23529408,1563981684.643005
14,8,23529408,1796336486.05415
14,9,23529366,1632599266.522496
14,10,23529380,1695319667.629632
14,11,23529352,1585677238.61447
14,12,23529408,1818955878.16919
14,13,23529324,1556190830.030418
14,14,23529408,1627019343.177353
14,15,23529240,1582506871.131939
14,16,23529408,4099130355.112586
14,17,23529394,817469860.239734
14,18,23529240,784722931.979352
14,19,23529296,726695752.976763
14,20,23529240,1333567504.432132
14,21,23529408,786741339.66092
14,22,23529352,845758580.901944
14,23,23529184,826305794.12858
14,24,23529408,1901950911.779591
14,25,23529100,966295658.468798
14,26,23529324,1083133223.151528
14,27,23529366,914157444.501832
14,28,23529408,1381085721.379906
14,29,23529324,1045322700.060852
14,30,23529240,1288384038.88196
14,31,23529310,1055225479.113066
14,32,23529408,4164534789.454097
15,1,23529405,1172278625.627278
15,2,23529390,1327269727.534564
15,3,23529375,1367533721.05271
15,4,23529360,1634281894.044466
15,5,23529375,1509179455.575383
15,6,23529330,1449558750.606142
15,7,23529345,1498733996.517367
15,8,23529360,1719485982.064243
15,9,23529285,1567719089.039936
15,10,23529300,1647861952.950772
15,11,23529330,1480851261.548086
15,12,23529240,1742985840.451785
15,13,23529285,1446387563.03487
15,14,23529240,1615953071.424974
15,15,23529375,1484834453.434056
15,16,23529360,4100590462.815911
15,17,23529360,673864668.547557
15,18,23529150,808970655.246089
15,19,23529315,627974428.26835
15,20,23529300,1415975587.126059
15,21,23529240,766289121.934616
15,22,23529330,837496325.973505
15,23,23529345,750446436.552446
15,24,23529240,2084274426.56022
15,25,23529375,828278157.621423
15,26,23529090,1101869673.488751
15,27,23529285,1102521033.426285
15,28,23529240,1645839249.634369
15,29,23529150,1004773333.735977
15,30,23529150,1120170422.824298
15,31,23529000,1058801356.828426
15,32,23529120,4168173570.977429
16,1,23529408,1250765875.60815
16,2,23529408,1393633752.877748
16,3,23529408,1322435793.649092
16,4,23529408,1658818467.103047
16,5,23529360,1435280448.027581
16,6,23529408,1520346713.714016
16,7,23529408,1430497694.525637
16,8,23529344,1773934742.033326
16,9,23529312,1503094885.467671
16,10,23529280,1468161351.482007
16,11,23529264,1092644004.880576
16,12,23529408,1682357645.988424
16,13,23529376,1090680826.31054
16,14,23529408,1550613651.611683
16,15,23529360,1475626319.178935
16,16,23529216,4105747607.490849
16,17,23529360,584678846.030005
16,18,23529312,846338744.162545
16,19,23529296,618220891.711903
16,20,23529280,1295194679.056571
16,21,23529408,753832805.944594
16,22,23529088,815653007.778871
16,23,23529184,765596772.536093
16,24,23529216,2199794592.423613
16,25,23529200,805760366.828601
16,26,23529376,1107108544.043739
16,27,23529312,1055379822.756004
16,28,23529408,1487245569.92374
16,29,23528976,826527985.563155
16,30,23529120,1259815164.037371
16,31,23529248,1170339183.426956
16,32,23528960,4166114087.857172
17,1,23529411,677723097.779845
17,2,23529394,1029788136.946105
17,3,23529411,1185346452.275216
17,4,23529360,1447982125.279018
17,5,23529360,1402325517.738419
17,6,23529360,1420575653.842297
17,7,23529394,1252340980.374683
17,8,23529360,1663650160.891803
17,9,23529411,1326180992.200718
17,10,23529360,1490808153.493425
17,11,23529275,868661743.934066
17,12,23529360,1765752553.434281
17,13,23529207,915666043.224143
17,14,23529394,1551061410.535549
17,15,23529360,1522640616.065737
17,16,23529360,3664957503.02813
17,17,23529224,1021734997.909907
17,18,23529258,836031930.875969
17,19,23529258,636774348.507463
17,20,23529360,1424119003.548424
17,21,23529156,764535280.639991
17,22,23529088,796714434.213601
17,23,23529207,963465115.380808
17,24,23529360,2192766491.720683
17,25,23529275,1023512966.494581
17,26,23528986,1122221052.659799
17,27,23529258,1073834471.460659
17,28,23529156,1558233554.062884
17,29,23529411,1109130511.508308
17,30,23529360,1084682216.745176
17,31,23528969,1071867568.823551
17,32,23529088,3929841510.736347
18,1,23529402,292855832.617922
18,2,23529384,427182966.983981
18,3,23529366,1132867800.717764
18,4,23529384,972064815.637599
18,5,23529330,1349991890.665037
18,6,23529312,790254344.912931
18,7,23529366,1152859972.776121
18,8,23529312,1143168468.35431
18,9,23529366,873724432.970732
18,10,23529240,864954278.144697
18,11,23529330,653812703.038548
18,12,23529312,1204240274.595135
18,13,23529402,889278350.913314
18,14,23529240,1525679414.138271
18,15,23529150,1533687634.622845
18,16,23529312,3666298958.537959
18,17,23529258,599609199.741173
18,18,23529204,739000477.929334
18,19,23529258,619039847.653238
18,20,23529240,1399372193.853914
18,21,23529366,688853983.882913
18,22,23529132,1030910041.727083
18,23,23529276,782095656.979095
18,24,23529312,2195098112.244348
18,25,23529150,970689840.559028
18,26,23529168,991052961.676202
18,27,23529204,1076686675.277674
18,28,23529240,1574331653.468656
18,29,23529150,1124712680.706744
18,30,23528880,1214532025.258618
18,31,23529186,1126283490.868058
18,32,23529024,3925628994.209799
19,1,23529410,251077219.233801
19,2,23529410,298377168.941712
19,3,23529372,343790888.808989
19,4,23529372,784732923.494694
19,5,23529410,1194396081.298701
19,6,23529372,732192872.05074
19,7,23529296,679819591.195112
19,8,23529296,1150524229.983277
19,9,23529258,688831524.310589
19,10,23529410,622860129.126112
19,11,23529220,668684826.733919
19,12,23529372,1259112196.923227
19,13,23529220,962285976.116978
19,14,23529296,720703810.38588
19,15,23529315,1135403036.602225
19,16,23529296,3666716673.307084
19,17,23529258,600168300.805324
19,18,23529258,895004854.461494
19,19,23529258,610013694.543534
19,20,23529220,1412068786.728904
19,21,23529030,671363972.723847
19,22,23529220,850215807.290614
19,23,23529391,794907778.314078
19,24,23529144,2081544086.199204
19,25,23529125,1022322301.71343
19,26,23529220,962359851.760638
19,27,23529258,1088733175.847755
19,28,23529296,1686943210.717755
19,29,23529353,1114604566.354986
19,30,23529030,1114194512.674299
19,31,23529372,1148496066.016335
19,32,23528992,3925320493.833803
20,1,23529400,250599535.028165
20,2,23529400,310550163.868649
20,3,23529360,337963929.908922
20,4,23529360,932371131.773941
20,5,23529400,558042609.472573
20,6,23529360,588277587.09179
20,7,23529380,699984939.895588
20,8,23529280,1166882183.375548
20,9,23529240,621415850.982288
20,10,23529400,614147746.52992
20,11,23529220,561527861.192012
20,12,23529360,1253372951.679634
20,13,23529220,1235911469.199004
20,14,23529240,818417632.104972
20,15,23529300,564271444.247475
20,16,23529280,3667536040.762273
20,17,23529360,629013994.993164
20,18,23529240,905725344.601439
20,19,23529220,624949521.759786
20,20,23529200,1401653865.788011
20,21,23529240,705294805.269341
20,22,23529000,906582436.707388
20,23,23529000,737470836.068458
20,24,23529120,2084031297.126972
20,25,23529000,765620923.126784
20,26,23528960,1055987761.963587
20,27,23528880,826263802.055695
20,28,23528960,1369201184.595456
20,29,23528860,1008066677.479534
20,30,23529000,1115198523.599264
20,31,23529000,973625477.853231
20,32,23528960,3931858745.038949
1,1,23529411,1593442625.857201
1,2,23529410,2320020040.079562
1,3,23529411,2731642996.463825
1,4,23529408,3186237665.453563
1,5,23529410,3184148475.197265
1,6,23529408,3186453649.025293
1,7,23529408,3429493524.088013
1,8,23529408,3637143520.528788
1,9,23529411,3580850797.766565
1,10,23529410,3537885402.268891
1,11,23529407,3685193508.597862
1,12,23529408,3813921258.515928
1,13,23529402,3758300887.386401
1,14,23529408,3713110981.401021
1,15,23529405,3817013925.326514
1,16,23529408,3914848106.157148
1,17,23529411,3860857917.318398
1,18,23529402,3816768665.317612
1,19,23529410,3898664144.365886
1,20,23529400,3972447451.465137
1,21,23529408,3929131664.294846
1,22,23529396,3887293684.379267
1,23,23529391,3949247836.769105
1,24,23529408,4014675380.155293
1,25,23529400,3971108216.625417
1,26,23529402,3937678807.496729
1,27,23529393,3992804536.843876
1,28,23529408,4043653542.261233
1,29,23529411,4008486732.070055
1,30,23529390,3975467043.304727
1,31,23529403,4022395693.044534
1,32,23529408,4070058149.748841
2,1,23529410,1585560922.14745
2,2,23529408,1254400447.132825
2,3,23529408,1611219498.744211
2,4,23529408,784281000.668293
2,5,23529410,1643752647.148931
2,6,23529408,1731973924.227847
2,7,23529408,1576531202.153887
2,8,23529408,659679020.276244
2,9,23529402,1341646966.735868
2,10,23529400,709692727.446129
2,11,23529396,1194929372.161515
2,12,23529408,775552936.850533
2,13,23529402,842516217.295395
2,14,23529408,830004226.042785
2,15,23529390,859202592.164791
2,16,23529408,3985942705.711875
2,17,23529394,879141833.547121
2,18,23529384,890241228.231357
2,19,23529410,855663194.69566
2,20,23529400,1148213121.429034
2,21,23529408,768085271.749811
2,22,23529396,965661215.720679
2,23,23529368,759381940.803826
2,24,23529408,1375104233.789055
2,25,23529400,859912555.853372
2,26,23529376,1068476114.698728
2,27,23529366,840181527.693933
2,28,23529408,1217169740.70378
2,29,23529382,862466624.438026
2,30,23529360,963542128.265459
2,31,23529372,937905435.054018
2,32,23529408,4105001332.643644
3,1,23529411,708552139.065631
3,2,23529408,1403573945.878948
3,3,23529411,1385273874.910216
3,4,23529408,812575412.161317
3,5,23529405,1756110476.704799
3,6,23529402,1747807550.525393
3,7,23529408,1709681556.107417
3,8,23529408,669176394.171514
3,9,23529393,1751236912.020623
3,10,23529390,1701639000.739133
3,11,23529396,1672321230.381047
3,12,23529384,1799271958.124025
3,13,23529402,1766392759.937096
3,14,23529408,1802882486.452587
3,15,23529375,1777730925.557122
3,16,23529408,4013993199.548273
3,17,23529411,1509573364.464043
3,18,23529366,754849335.952067
3,19,23529372,1417466659.456014
3,20,23529360,1269421533.997129
3,21,23529366,770650010.902542
3,22,23529396,952651869.350397
3,23,23529345,856289796.181843
3,24,23529384,1676712515.254886
3,25,23529375,863198945.142811
3,26,23529402,1035606949.824971
3,27,23529366,970417772.003175
3,28,23529408,1369282507.767736
3,29,23529411,820895738.926048
3,30,23529330,1100367838.522549
3,31,23529372,1042102663.663919
3,32,23529408,4122074365.001977
4,1,23529408,1073439117.655774
4,2,23529408,1576674128.24512
4,3,23529408,1533810618.209554
4,4,23529408,1404219921.720352
4,5,23529400,1612068310.119736
4,6,23529408,1318470504.392537
4,7,23529408,1077486831.262456
4,8,23529408,1348988362.258982
4,9,23529384,1556253017.060926
4,10,23529400,1554324511.881771
4,11,23529396,1566871732.159959
4,12,23529408,1340202102.573387
4,13,23529376,1648973866.122344
4,14,23529408,1478933735.214069
4,15,23529360,1684829011.677155
4,16,23529408,4058614847.150394
4,17,23529360,1673929489.880796
4,18,23529384,839007781.429257
4,19,23529372,1000697970.604511
4,20,23529360,1249412898.001068
4,21,23529408,883400450.065178
4,22,23529352,981039856.938226
4,23,23529368,933025840.867283
4,24,23529408,1862396251.686257
4,25,23529400,1015257497.458411
4,26,23529376,1129414708.759704
4,27,23529312,1017919711.407764
4,28,23529408,1602700983.319833
4,29,23529324,1036723786.559584
4,30,23529360,1187347447.109355
4,31,23529372,1148314907.524825
4,32,23529344,4143950771.095004
5,1,23529410,1299813364.513656
5,2,23529410,1635144274.414888
5,3,23529405,1619349605.0777
5,4,23529400,1693039726.347188
5,5,23529400,1650100749.753683
5,6,23529390,1715836365.473411
5,7,23529380,1691499141.246875
5,8,23529400,1776259831.197533
5,9,23529375,1402503797.302058
5,10,23529400,1774753871.41864
5,11,23529385,1412014788.981922
5,12,23529360,1672803939.40421
5,13,23529350,1745426662.786392
5,14,23529380,1736385535.400875
5,15,23529375,1754025413.619445
5,16,23529360,4066743526.706683
5,17,23529360,1246671965.525448
5,18,23529330,825734169.829654
5,19,23529410,751975399.45865
5,20,23529400,1292792463.004637
5,21,23529345,745012852.983299
5,22,23529330,992993695.858732
5,23,23529345,828187093.631852
5,24,23529360,2024013994.303478
5,25,23529375,967847361.774284
5,26,23529350,1185384888.61533
5,27,23529285,886988793.601229
5,28,23529380,1640258569.309243
5,29,23529295,1089637125.719454
5,30,23529300,1216798860.799508
5,31,23529310,1097367359.825993
5,32,23529280,4149455811.91152
6,1,23529408,1601684455.048227
6,2,23529408,1303660837.232428
6,3,23529402,1667379407.649062
6,4,23529408,1781063366.638683
6,5,23529390,1705807538.994292
6,6,23529384,1769463050.467128
6,7,23529408,1618928126.980459
6,8,23529408,1418339890.490152
6,9,23529366,1803371135.197379
6,10,23529360,1794675413.201421
6,11,23529396,1795404147.818422
6,12,23529384,1824234972.016304
6,13,23529402,1839507262.873678
6,14,23529408,1867964460.445584
6,15,23529330,1825451107.523888
6,16,23529408,4040528523.116546
6,17,23529360,1596008533.954266
6,18,23529312,1510419530.735893
6,19,23529372,1012994027.352178
6,20,23529360,1349083428.505416
6,21,23529366,885629764.448438
6,22,23529396,1104306802.606549
6,23,23529276,950777750.50533
6,24,23529312,2194745473.545685
6,25,23529300,838477035.156886
6,26,23529324,1147218232.433607
6,27,23529366,972597888.213471
6,28,23529408,1417011774.624905
6,29,23529324,1123684375.293304
6,30,23529240,1201231663.968012
6,31,23529372,1068511791.867061
6,32,23529408,4133224349.923045
7,1,23529408,1217713040.962144
7,2,23529408,1349701432.433014
7,3,23529408,1408870747.628078
7,4,23529408,1722871460.02077
7,5,23529380,1648300957.311431
7,6,23529408,1470169381.914381
7,7,23529408,1531415645.899794
7,8,23529408,1479096525.4918
7,9,23529366,1788917573.227379
7,10,23529380,1804835150.610324
7,11,23529352,1798270075.383781
7,12,23529408,1713422463.55501
7,13,23529324,1783447707.056526
7,14,23529408,1791136890.451241
7,15,23529345,1778917907.390028
7,16,23529408,4065943234.825116
7,17,23529394,1132045272.215114
7,18,23529366,889233074.509434
7,19,23529296,1620060615.252595
7,20,23529380,1368361191.753787
7,21,23529408,840685676.30237
7,22,23529352,1036184861.59117
7,23,23529345,776993590.856475
7,24,23529408,1919867033.821251
7,25,23529275,1002942512.766253
7,26,23529324,1188301728.522944
7,27,23529366,989359021.823404
7,28,23529408,1406563127.534701
7,29,23529324,1118085641.311209
7,30,23529240,1313089318.692003
7,31,23529310,1164667584.819014
7,32,23529408,4147503331.078292
8,1,23529408,1225259806.103818
8,2,23529408,1401120788.572376
8,3,23529408,1311718433.201758
8,4,23529408,1299798675.867415
8,5,23529400,1416472509.940212
8,6,23529408,1338112123.681637
8,7,23529408,1345151172.313002
8,8,23529408,1385983213.881528
8,9,23529384,1446309176.464314
8,10,23529360,1570902175.992471
8,11,23529352,1484992231.393741
8,12,23529408,1615628826.235394
8,13,23529376,1539982489.186493
8,14,23529408,1448472385.012491
8,15,23529360,1504051893.129551
8,16,23529344,4066565448.866919
8,17,23529360,611019560.607589
8,18,23529312,795427585.870508
8,19,23529296,646255496.363938
8,20,23529280,1384813626.624776
8,21,23529408,795978000.960776
8,22,23529264,1036063659.094139
